brands,categories,code,nutriments,nutrition_grades,product_name
,,59476931,"{'carbohydrates': 2.2, 'carbohydrates_100g': 2.2, 'carbohydrates_unit': 'g', 'carbohydrates_value': 2.2, 'energy': 822, 'energy-kcal': 199, 'energy-kcal_100g': 199, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 199, 'energy-kcal_value_computed': 199.2, 'energy-kj': 822, 'energy-kj_100g': 822, 'energy-kj_unit': 'kj', 'energy-kj_value': 822, 'energy-kj_value_computed': 821.6, 'energy_100g': 822, 'energy_unit': 'kj', 'energy_value': 822, 'fat': 20, 'fat_100g': 20, 'fat_unit': 'g', 'fat_value': 20, 'proteins': 2.6, 'proteins_100g': 2.6, 'proteins_unit': 'g', 'proteins_value': 2.6, 'salt': 0.1, 'salt_100g': 0.1, 'salt_unit': 'g', 'salt_value': 0.1, 'saturated-fat': 122, 'saturated-fat_100g': 122, 'saturated-fat_unit': 'g', 'saturated-fat_value': 122, 'sodium': 0.04, 'sodium_100g': 0.04, 'sodium_unit': 'g', 'sodium_value': 0.04, 'sugars': 2.2, 'sugars_100g': 2.2, 'sugars_unit': 'g', 'sugars_value': 2.2}",unknown,covalact smantana 20% 140g
Gut & Günstig,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Vegetables based foods, Fresh foods, Fresh plant-based foods, Fresh vegetables, en:tomatoes",4311527561858,{},unknown,Tomaten
Dobele,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Seeds, Cereals and their products, Cereal grains, Pastas, Wheats, Durum wheats, Penne, Penne rigate, en:noodles",4750020050429,"{'carbohydrates': 71.1, 'carbohydrates_100g': 71.1, 'carbohydrates_unit': 'g', 'carbohydrates_value': 71.1, 'energy': 1517, 'energy-kj': 1517, 'energy-kj_100g': 1517, 'energy-kj_unit': 'kJ', 'energy-kj_value': 1517, 'energy-kj_value_computed': 1510.7, 'energy_100g': 1517, 'energy_unit': 'kJ', 'energy_value': 1517, 'fat': 1.5, 'fat_100g': 1.5, 'fat_unit': 'g', 'fat_value': 1.5, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 1, 'nova-group_100g': 1, 'nova-group_serving': 1, 'nutrition-score-fr': -4, 'nutrition-score-fr_100g': -4, 'proteins': 14.5, 'proteins_100g': 14.5, 'proteins_unit': 'g', 'proteins_value': 14.5, 'salt': 0.01, 'salt_100g': 0.01, 'salt_unit': 'mg', 'salt_value': 10, 'saturated-fat': 0.3, 'saturated-fat_100g': 0.3, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0.3, 'sodium': 0.004, 'sodium_100g': 0.004, 'sodium_unit': 'mg', 'sodium_value': 4, 'sugars': 2.2, 'sugars_100g': 2.2, 'sugars_unit': 'g', 'sugars_value': 2.2}",b,Cornetti rigatti
Schogetten,"Snacks,Sweet snacks,Cocoa and its products,Chocolates,Filled chocolates",4000415778507,"{'carbohydrates': 53, 'carbohydrates_100g': 53, 'carbohydrates_serving': 2.65, 'carbohydrates_unit': 'g', 'carbohydrates_value': 53, 'energy': 2343, 'energy-kcal': 560, 'energy-kcal_100g': 560, 'energy-kcal_serving': 28, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 560, 'energy-kcal_value_computed': 556.2, 'energy_100g': 2343, 'energy_serving': 117, 'energy_unit': 'kcal', 'energy_value': 560, 'fat': 35, 'fat_100g': 35, 'fat_serving': 1.75, 'fat_unit': 'g', 'fat_value': 35, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 2.86458333333334, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 2.86458333333334, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 33, 'nutrition-score-fr_100g': 33, 'proteins': 7.3, 'proteins_100g': 7.3, 'proteins_serving': 0.365, 'proteins_unit': 'g', 'proteins_value': 7.3, 'salt': 0.52, 'salt_100g': 0.52, 'salt_serving': 0.026, 'salt_unit': 'g', 'salt_value': 0.52, 'saturated-fat': 19, 'saturated-fat_100g': 19, 'saturated-fat_serving': 0.95, 'saturated-fat_unit': 'g', 'saturated-fat_value': 19, 'sodium': 0.208, 'sodium_100g': 0.208, 'sodium_serving': 0.0104, 'sodium_unit': 'g', 'sodium_value': 0.208, 'sugars': 52, 'sugars_100g': 52, 'sugars_serving': 2.6, 'sugars_unit': 'g', 'sugars_value': 52}",e,Crunchy Peanut Butter Chocolate
Auchan,"Botanas,Snacks dulces,Galletas y pasteles,Pasteles,Muffins",8410087294049,"{'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4}",unknown,Muffins con pepitas de chocolate
Jupí,Sirupy,8594003840180,{},unknown,Citron
,"Snacks,Salty snacks,Appetizers,Chips and fries,Crisps",5941143028832,"{'carbohydrates': 53, 'carbohydrates_100g': 53, 'carbohydrates_unit': 'g', 'carbohydrates_value': 53, 'energy': 2156, 'energy-kcal': 517, 'energy-kcal_100g': 517, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 517, 'energy-kcal_value_computed': 520.2, 'energy-kj': 2156, 'energy-kj_100g': 2156, 'energy-kj_unit': 'kJ', 'energy-kj_value': 2156, 'energy-kj_value_computed': 2169.3, 'energy_100g': 2156, 'energy_unit': 'kJ', 'energy_value': 2156, 'fat': 30, 'fat_100g': 30, 'fat_unit': 'g', 'fat_value': 30, 'fiber': 8.1, 'fiber_100g': 8.1, 'fiber_unit': 'g', 'fiber_value': 8.1, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 20, 'nutrition-score-fr_100g': 20, 'proteins': 5.5, 'proteins_100g': 5.5, 'proteins_unit': 'g', 'proteins_value': 5.5, 'salt': 1.9, 'salt_100g': 1.9, 'salt_unit': 'g', 'salt_value': 1.9, 'saturated-fat': 13, 'saturated-fat_100g': 13, 'saturated-fat_unit': 'g', 'saturated-fat_value': 13, 'sodium': 0.76, 'sodium_100g': 0.76, 'sodium_unit': 'g', 'sodium_value': 0.76, 'sugars': 1.8, 'sugars_100g': 1.8, 'sugars_unit': 'g', 'sugars_value': 1.8}",e,Takis volcano
,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Aliments à base de fruits et de légumes,Fruits et produits dérivés,Produits déshydratés,Fruits,Aliments à base de plantes séchées,Fruits secs,Dattes,Dattes dénoyautées,de:Bio Datteln",4306205816627,"{'carbohydrates': 65, 'carbohydrates_100g': 65, 'carbohydrates_unit': 'g', 'carbohydrates_value': 65, 'energy': 1165, 'energy-kcal': 278, 'energy-kcal_100g': 278, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 278, 'energy-kcal_value_computed': 271.7, 'energy-kj': 1165, 'energy-kj_100g': 1165, 'energy-kj_unit': 'kJ', 'energy-kj_value': 1165, 'energy-kj_value_computed': 1154.1, 'energy_100g': 1165, 'energy_unit': 'kJ', 'energy_value': 1165, 'fat': 0.5, 'fat_100g': 0.5, 'fat_unit': 'g', 'fat_value': 0.5, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 66.6666666666667, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 66.6666666666667, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 66.6666666666667, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 66.6666666666667, 'nutrition-score-fr': 16, 'nutrition-score-fr_100g': 16, 'proteins': 1.8, 'proteins_100g': 1.8, 'proteins_unit': 'g', 'proteins_value': 1.8, 'salt': 0, 'salt_100g': 0, 'salt_unit': 'g', 'salt_value': 0, 'saturated-fat': 0.1, 'saturated-fat_100g': 0.1, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0.1, 'sodium': 0, 'sodium_100g': 0, 'sodium_unit': 'g', 'sodium_value': 0, 'sugars': 64, 'sugars_100g': 64, 'sugars_unit': 'g', 'sugars_value': 64}",d,Bio Datteln Getrocknet
Dm,"Plant-based foods and beverages,Plant-based foods,Legumes and their products,Canned foods,Legumes,Canned plant-based foods,Canned legumes,Canned common beans",7066307373165,"{'carbohydrates': 13, 'carbohydrates_100g': 13, 'carbohydrates_unit': 'g', 'carbohydrates_value': 13, 'energy': 392, 'energy-kcal': 93, 'energy-kcal_100g': 93, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 93, 'energy-kcal_value_computed': 93, 'energy-kj': 392, 'energy-kj_100g': 392, 'energy-kj_unit': 'kJ', 'energy-kj_value': 392, 'energy-kj_value_computed': 391.8, 'energy_100g': 392, 'energy_unit': 'kJ', 'energy_value': 392, 'fat': 0.4, 'fat_100g': 0.4, 'fat_unit': 'g', 'fat_value': 0.4, 'fiber': 5.9, 'fiber_100g': 5.9, 'fiber_unit': 'g', 'fiber_value': 5.9, 'nutrition-score-fr': -3, 'nutrition-score-fr_100g': -3, 'proteins': 6.4, 'proteins_100g': 6.4, 'proteins_unit': 'g', 'proteins_value': 6.4, 'salt': 0.35, 'salt_100g': 0.35, 'salt_unit': 'g', 'salt_value': 0.35, 'saturated-fat': 0, 'saturated-fat_100g': 0, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0, 'sodium': 0.14, 'sodium_100g': 0.14, 'sodium_unit': 'g', 'sodium_value': 0.14, 'sugars': 1.2, 'sugars_100g': 1.2, 'sugars_unit': 'g', 'sugars_value': 1.2}",a,Cannellini Bohnen
Ülker,Candy chocolate bars,8690504063803,"{'carbohydrates': 56, 'carbohydrates_100g': 56, 'carbohydrates_unit': 'g', 'carbohydrates_value': 56, 'energy': 1834, 'energy-kcal': 438, 'energy-kcal_100g': 438, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 438, 'energy-kcal_value_computed': 434.6, 'energy-kj': 1834, 'energy-kj_100g': 1834, 'energy-kj_unit': 'kJ', 'energy-kj_value': 1834, 'energy-kj_value_computed': 1820.1, 'energy_100g': 1834, 'energy_unit': 'kJ', 'energy_value': 1834, 'fat': 21, 'fat_100g': 21, 'fat_unit': 'g', 'fat_value': 21, 'fiber': 1.4, 'fiber_100g': 1.4, 'fiber_unit': 'g', 'fiber_value': 1.4, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 27, 'nutrition-score-fr_100g': 27, 'proteins': 4.7, 'proteins_100g': 4.7, 'proteins_unit': 'g', 'proteins_value': 4.7, 'salt': 0.49, 'salt_100g': 0.49, 'salt_unit': 'g', 'salt_value': 0.49, 'saturated-fat': 11, 'saturated-fat_100g': 11, 'saturated-fat_unit': 'g', 'saturated-fat_value': 11, 'sodium': 0.196, 'sodium_100g': 0.196, 'sodium_unit': 'g', 'sodium_value': 0.196, 'sugars': 35, 'sugars_100g': 35, 'sugars_unit': 'g', 'sugars_value': 35}",e,Albeni Bar Cake
Unearthed,,5010292975103,"{'carbohydrates': 53, 'carbohydrates_100g': 53, 'carbohydrates_serving': 95.4, 'carbohydrates_unit': 'g', 'carbohydrates_value': 53, 'energy': 1835, 'energy-kcal': 438.575525812619, 'energy-kcal_100g': 438.575525812619, 'energy-kcal_serving': 789, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 438.575525812619, 'energy-kcal_value_computed': 441.2, 'energy_100g': 1835, 'energy_serving': 3300, 'energy_unit': 'kcal', 'energy_value': 438.575525812619, 'fat': 23, 'fat_100g': 23, 'fat_serving': 41.4, 'fat_unit': 'g', 'fat_value': 23, 'fiber': 1.9, 'fiber_100g': 1.9, 'fiber_serving': 3.42, 'fiber_unit': 'g', 'fiber_value': 1.9, 'proteins': 4.6, 'proteins_100g': 4.6, 'proteins_serving': 8.28, 'proteins_unit': 'g', 'proteins_value': 4.6, 'salt': 0.65, 'salt_100g': 0.65, 'salt_serving': 1.17, 'salt_unit': 'g', 'salt_value': 0.65, 'saturated-fat': 3, 'saturated-fat_100g': 3, 'saturated-fat_serving': 5.4, 'saturated-fat_unit': 'g', 'saturated-fat_value': 3, 'sodium': 0.26, 'sodium_100g': 0.26, 'sodium_serving': 0.468, 'sodium_unit': 'g', 'sodium_value': 0.26, 'sugars': 27, 'sugars_100g': 27, 'sugars_serving': 48.6, 'sugars_unit': 'g', 'sugars_value': 27}",unknown,Mini Chocolate Filled Churros
Nice Bites,,8590345412481,"{'carbohydrates': 53, 'carbohydrates_100g': 53, 'carbohydrates_serving': 37.1, 'carbohydrates_unit': 'g', 'carbohydrates_value': 53, 'energy': 2130, 'energy-kcal': 509, 'energy-kcal_100g': 509, 'energy-kcal_serving': 356, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 509, 'energy-kcal_value_computed': 509, 'energy_100g': 2130, 'energy_serving': 1490, 'energy_unit': 'kcal', 'energy_value': 509, 'fat': 29, 'fat_100g': 29, 'fat_serving': 20.3, 'fat_unit': 'g', 'fat_value': 29, 'proteins': 9, 'proteins_100g': 9, 'proteins_serving': 6.3, 'proteins_unit': 'g', 'proteins_value': 9, 'saturated-fat': 5, 'saturated-fat_100g': 5, 'saturated-fat_serving': 3.5, 'saturated-fat_unit': 'g', 'saturated-fat_value': 5, 'sugars': 29, 'sugars_100g': 29, 'sugars_serving': 20.3, 'sugars_unit': 'g', 'sugars_value': 29}",unknown,Cashew And Cranberries
,,8681185086137,"{'carbohydrates': 51, 'carbohydrates_100g': 51, 'carbohydrates_serving': 20.4, 'carbohydrates_unit': 'g', 'carbohydrates_value': 51, 'energy': 1703, 'energy-kcal': 407, 'energy-kcal_100g': 407, 'energy-kcal_serving': 163, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 407, 'energy-kcal_value_computed': 410, 'energy_100g': 1703, 'energy_serving': 681, 'energy_unit': 'kcal', 'energy_value': 407, 'fat': 14, 'fat_100g': 14, 'fat_serving': 5.6, 'fat_unit': 'g', 'fat_value': 14, 'fiber': 12, 'fiber_100g': 12, 'fiber_serving': 4.8, 'fiber_unit': 'g', 'fiber_value': 12, 'proteins': 14, 'proteins_100g': 14, 'proteins_serving': 5.6, 'proteins_unit': 'g', 'proteins_value': 14, 'salt': 0.15, 'salt_100g': 0.15, 'salt_serving': 0.06, 'salt_unit': 'g', 'salt_value': 0.15, 'saturated-fat': 2.6, 'saturated-fat_100g': 2.6, 'saturated-fat_serving': 1.04, 'saturated-fat_unit': 'g', 'saturated-fat_value': 2.6, 'sodium': 0.06, 'sodium_100g': 0.06, 'sodium_serving': 0.024, 'sodium_unit': 'g', 'sodium_value': 0.06, 'sugars': 29, 'sugars_100g': 29, 'sugars_serving': 11.6, 'sugars_unit': 'g', 'sugars_value': 29}",unknown,Fellas bar
Jaouda,"en:Dairies, en:Fermented foods, en:Fermented milk products, en:Spreads, en:Cheeses, en:Salted spreads, en:Cheese spreads, en:Fromage frais nature à 21%de matière grasse",6111242106949,"{'alcohol': 0, 'alcohol_100g': 0, 'alcohol_serving': 0, 'alcohol_unit': '% vol', 'alcohol_value': 0, 'carbohydrates': 3.5, 'carbohydrates_100g': 3.5, 'carbohydrates_serving': 5.6, 'carbohydrates_unit': 'g', 'carbohydrates_value': 3.5, 'energy': 984, 'energy-kcal': 235, 'energy-kcal_100g': 235, 'energy-kcal_serving': 376, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 235, 'energy-kcal_value_computed': 235, 'energy-kj': 984, 'energy-kj_100g': 984, 'energy-kj_serving': 1570, 'energy-kj_unit': 'kJ', 'energy-kj_value': 984, 'energy-kj_value_computed': 972.5, 'energy_100g': 984, 'energy_serving': 1570, 'energy_unit': 'kJ', 'energy_value': 984, 'fat': 21, 'fat_100g': 21, 'fat_serving': 33.6, 'fat_unit': 'g', 'fat_value': 21, 'fiber': 0, 'fiber_100g': 0, 'fiber_serving': 0, 'fiber_unit': 'g', 'fiber_value': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 11, 'nutrition-score-fr_100g': 11, 'proteins': 8, 'proteins_100g': 8, 'proteins_serving': 12.8, 'proteins_unit': 'g', 'proteins_value': 8, 'salt': 0.46, 'salt_100g': 0.46, 'salt_serving': 0.736, 'salt_unit': 'g', 'salt_value': 0.46, 'saturated-fat': 15, 'saturated-fat_100g': 15, 'saturated-fat_serving': 24, 'saturated-fat_unit': 'g', 'saturated-fat_value': 15, 'sodium': 0.184, 'sodium_100g': 0.184, 'sodium_serving': 0.294, 'sodium_unit': 'g', 'sodium_value': 0.184, 'sugars': 0, 'sugars_100g': 0, 'sugars_serving': 0, 'sugars_unit': 'g', 'sugars_value': 0}",d,Jben
Danone,"Boissons,Eaux,Eaux de sources,Eaux minérales,Boissons sans alcool,Boissons sans sucre ajouté",6111128000071,"{'alcohol': 0, 'alcohol_100g': 0, 'alcohol_serving': 0, 'alcohol_unit': '% vol', 'alcohol_value': 0, 'bicarbonate': 0.000372, 'bicarbonate_100g': 0.000372, 'bicarbonate_serving': 0.00372, 'bicarbonate_unit': 'mg', 'bicarbonate_value': 0.372, 'calcium': 6.35e-05, 'calcium_100g': 6.35e-05, 'calcium_serving': 0.000635, 'calcium_unit': 'mg', 'calcium_value': 0.0635, 'carbohydrates': 0, 'carbohydrates_100g': 0, 'carbohydrates_serving': 0, 'carbohydrates_unit': 'g', 'carbohydrates_value': 0, 'energy': 0, 'energy-kcal': 0, 'energy-kcal_100g': 0, 'energy-kcal_serving': 0, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 0, 'energy-kcal_value_computed': 0, 'energy-kj': 0, 'energy-kj_100g': 0, 'energy-kj_serving': 0, 'energy-kj_unit': 'kJ', 'energy-kj_value': 0, 'energy-kj_value_computed': 0, 'energy_100g': 0, 'energy_serving': 0, 'energy_unit': 'kJ', 'energy_value': 0, 'fat': 0, 'fat_100g': 0, 'fat_serving': 0, 'fat_unit': 'g', 'fat_value': 0, 'fiber': 0, 'fiber_100g': 0, 'fiber_serving': 0, 'fiber_unit': 'g', 'fiber_value': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'magnesium': 3.55e-05, 'magnesium_100g': 3.55e-05, 'magnesium_serving': 0.000355, 'magnesium_unit': 'mg', 'magnesium_value': 0.0355, 'nova-group': 1, 'nova-group_100g': 1, 'nova-group_serving': 1, 'nutrition-score-fr': 0, 'nutrition-score-fr_100g': 0, 'potassium': 1e-06, 'potassium_100g': 1e-06, 'potassium_serving': 1e-05, 'potassium_unit': 'mg', 'potassium_value': 0.001, 'proteins': 0, 'proteins_100g': 0, 'proteins_serving': 0, 'proteins_unit': 'g', 'proteins_value': 0, 'salt': 0, 'salt_100g': 0, 'salt_serving': 0, 'salt_unit': 'g', 'salt_value': 0, 'saturated-fat': 0, 'saturated-fat_100g': 0, 'saturated-fat_serving': 0, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0, 'sodium': 0, 'sodium_100g': 0, 'sodium_serving': 0, 'sodium_unit': 'g', 'sodium_value': 0, 'sugars': 0, 'sugars_100g': 0, 'sugars_serving': 0, 'sugars_unit': 'g', 'sugars_value': 0}",a,Ain Saïss
Ain atlas,"Beverages,Waters,Spring waters,Mineral waters,Natural mineral waters",6111035502828,"{'carbohydrates': 0, 'carbohydrates_100g': 0, 'carbohydrates_unit': 'g', 'carbohydrates_value': 0, 'energy': 0, 'energy-kcal': 0, 'energy-kcal_100g': 0, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 0, 'energy-kcal_value_computed': 0, 'energy-kj': 0, 'energy-kj_100g': 0, 'energy-kj_unit': 'kJ', 'energy-kj_value': 0, 'energy-kj_value_computed': 0, 'energy_100g': 0, 'energy_unit': 'kJ', 'energy_value': 0, 'fat': 0, 'fat_100g': 0, 'fat_unit': 'g', 'fat_value': 0, 'fiber': 0, 'fiber_100g': 0, 'fiber_unit': 'g', 'fiber_value': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nutrition-score-fr': 0, 'nutrition-score-fr_100g': 0, 'proteins': 0, 'proteins_100g': 0, 'proteins_unit': 'g', 'proteins_value': 0, 'salt': 0, 'salt_100g': 0, 'salt_unit': 'g', 'salt_value': 0, 'saturated-fat': 0, 'saturated-fat_100g': 0, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0, 'sodium': 0, 'sodium_100g': 0, 'sodium_unit': 'g', 'sodium_value': 0, 'sugars': 0, 'sugars_100g': 0, 'sugars_unit': 'g', 'sugars_value': 0}",a,Eau minéral naturelle
Sidi Ali,Eaux minérales naturelles,6111035000027,"{'carbohydrates': 0, 'carbohydrates_100g': 0, 'carbohydrates_unit': 'g', 'carbohydrates_value': 0, 'energy': 0, 'energy-kcal': 0, 'energy-kcal_100g': 0, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 0, 'energy-kcal_value_computed': 0, 'energy_100g': 0, 'energy_unit': 'kcal', 'energy_value': 0, 'fat': 0, 'fat_100g': 0, 'fat_unit': 'g', 'fat_value': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nutrition-score-fr': 0, 'nutrition-score-fr_100g': 0, 'proteins': 0, 'proteins_100g': 0, 'proteins_unit': 'g', 'proteins_value': 0, 'salt': 0.0065, 'salt_100g': 0.0065, 'salt_unit': 'g', 'salt_value': 0.0065, 'saturated-fat': 0, 'saturated-fat_100g': 0, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0, 'sodium': 0.0026, 'sodium_100g': 0.0026, 'sodium_unit': 'g', 'sodium_value': 0.0026, 'sugars': 0, 'sugars_100g': 0, 'sugars_unit': 'g', 'sugars_value': 0}",a,6111035000027
"Marmite,Unilever","Dairies, Fermented foods, Fermented milk products, Buttermilks, en:yeast-extract-spreads",50184453,"{'carbohydrates': 30, 'carbohydrates_100g': 30, 'carbohydrates_serving': 2.4, 'carbohydrates_unit': 'g', 'carbohydrates_value': 30, 'energy': 1100, 'energy-kcal': 260, 'energy-kcal_100g': 260, 'energy-kcal_serving': 20.8, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 260, 'energy-kcal_value_computed': 260.5, 'energy-kj': 1100, 'energy-kj_100g': 1100, 'energy-kj_serving': 88, 'energy-kj_unit': 'kJ', 'energy-kj_value': 1100, 'energy-kj_value_computed': 1106.5, 'energy_100g': 1100, 'energy_serving': 88, 'energy_unit': 'kJ', 'energy_value': 1100, 'fat': 0.5, 'fat_100g': 0.5, 'fat_modifier': '<', 'fat_serving': 0.04, 'fat_unit': 'g', 'fat_value': 0.5, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 12.5, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 12.5, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 23, 'nutrition-score-fr_100g': 23, 'proteins': 34, 'proteins_100g': 34, 'proteins_serving': 2.72, 'proteins_unit': 'g', 'proteins_value': 34, 'salt': 10.8, 'salt_100g': 10.8, 'salt_serving': 0.864, 'salt_unit': 'g', 'salt_value': 10.8, 'saturated-fat': 0.1, 'saturated-fat_100g': 0.1, 'saturated-fat_modifier': '<', 'saturated-fat_serving': 0.008, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0.1, 'sodium': 4.32, 'sodium_100g': 4.32, 'sodium_serving': 0.346, 'sodium_unit': 'g', 'sodium_value': 4.32, 'sugars': 1.2, 'sugars_100g': 1.2, 'sugars_serving': 0.096, 'sugars_unit': 'g', 'sugars_value': 1.2, 'vitamin-b1': 0.0077, 'vitamin-b12': 2.4e-05, 'vitamin-b12_100g': 2.4e-05, 'vitamin-b12_label': '0', 'vitamin-b12_serving': 1.92e-06, 'vitamin-b12_unit': 'µg', 'vitamin-b12_value': 24, 'vitamin-b1_100g': 0.0077, 'vitamin-b1_label': '0', 'vitamin-b1_serving': 0.000616, 'vitamin-b1_unit': 'mg', 'vitamin-b1_value': 7.7, 'vitamin-b2': 0.0068, 'vitamin-b2_100g': 0.0068, 'vitamin-b2_label': '0', 'vitamin-b2_serving': 0.000544, 'vitamin-b2_unit': 'mg', 'vitamin-b2_value': 6.8, 'vitamin-b9': 0.00125, 'vitamin-b9_100g': 0.00125, 'vitamin-b9_label': '0', 'vitamin-b9_serving': 0.0001, 'vitamin-b9_unit': 'µg', 'vitamin-b9_value': 1250, 'vitamin-pp': 0.069, 'vitamin-pp_100g': 0.069, 'vitamin-pp_label': '0', 'vitamin-pp_serving': 0.00552, 'vitamin-pp_unit': 'mg', 'vitamin-pp_value': 69}",e,Marmite Yeast Extract
