brands,categories,code,nutriments,nutrition_grades,product_name
Pizza Express,"Meals, Pizzas pies and quiches, Pizzas, Vegetarian pizzas, Margherita Pizza",5024530005293,"{'carbohydrates': 37.2, 'carbohydrates_100g': 30.4, 'carbohydrates_serving': 37.2, 'carbohydrates_unit': 'g', 'carbohydrates_value': 37.2, 'energy': 1289, 'energy-kcal': 308, 'energy-kcal_100g': 251, 'energy-kcal_serving': 308, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 308, 'energy-kcal_value_computed': 307.8, 'energy_100g': 1050, 'energy_serving': 1289, 'energy_unit': 'kcal', 'energy_value': 308, 'fat': 10.2, 'fat_100g': 8.33, 'fat_serving': 10.2, 'fat_unit': 'g', 'fat_value': 10.2, 'fiber': 3, 'fiber_100g': 2.45, 'fiber_serving': 3, 'fiber_unit': 'g', 'fiber_value': 3, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 16.62353515625, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 16.62353515625, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 18.06103515625, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 18.06103515625, 'nova-group': 3, 'nova-group_100g': 3, 'nova-group_serving': 3, 'nutrition-score-fr': 5, 'nutrition-score-fr_100g': 5, 'proteins': 15.3, 'proteins_100g': 12.5, 'proteins_serving': 15.3, 'proteins_unit': 'g', 'proteins_value': 15.3, 'salt': 1.071875, 'salt_100g': 0.875, 'salt_serving': 1.071875, 'salt_unit': 'g', 'salt_value': 1.071875, 'saturated-fat': 4.7, 'saturated-fat_100g': 3.84, 'saturated-fat_serving': 4.7, 'saturated-fat_unit': 'g', 'saturated-fat_value': 4.7, 'sodium': 0.42875, 'sodium_100g': 0.35, 'sodium_serving': 0.42875, 'sodium_unit': 'g', 'sodium_value': 0.42875, 'sugars': 4, 'sugars_100g': 3.27, 'sugars_serving': 4, 'sugars_unit': 'g', 'sugars_value': 4}",c,Classic Margherita Mozzarella & Tomato Pizza
Mackie's of Scotland,"Desserts,Frozen foods,Frozen desserts,Ice creams and sorbets,Ice creams",5012262004011,"{'carbohydrates': 19.2, 'carbohydrates_100g': 19.2, 'carbohydrates_unit': 'g', 'carbohydrates_value': 19.2, 'energy': 770, 'energy-kcal': 184, 'energy-kcal_100g': 184, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 184, 'energy-kcal_value_computed': 185.5, 'energy_100g': 770, 'energy_unit': 'kcal', 'energy_value': 184, 'fat': 10.3, 'fat_100g': 10.3, 'fat_unit': 'g', 'fat_value': 10.3, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 13, 'nutrition-score-fr_100g': 13, 'proteins': 4, 'proteins_100g': 4, 'proteins_unit': 'g', 'proteins_value': 4, 'salt': 0.1675, 'salt_100g': 0.1675, 'salt_unit': 'g', 'salt_value': 0.1675, 'saturated-fat': 6.4, 'saturated-fat_100g': 6.4, 'saturated-fat_unit': 'g', 'saturated-fat_value': 6.4, 'sodium': 0.067, 'sodium_100g': 0.067, 'sodium_unit': 'g', 'sodium_value': 0.067, 'sugars': 18.2, 'sugars_100g': 18.2, 'sugars_unit': 'g', 'sugars_value': 18.2}",d,Traditional Dairy Ice Cream
"Crownfield, Lidl","Alimentos e bebidas à base de plantas,Alimentos à base de plantas,Pequenos alomoços,Cereais e Batatas,Cereais e seus produtos,Cereias para pequeno-almoçco,Cereais com frutos,Muesli,en:Crunchy mueslis,Mueslis com frutos,en:Crunchy cereal clusters,en:Crunchy mueslis with fruits",4056489209980,"{'carbohydrates': 63.5, 'carbohydrates_100g': 63.5, 'carbohydrates_serving': 31.8, 'carbohydrates_unit': 'g', 'carbohydrates_value': 63.5, 'carbon-footprint-from-known-ingredients_100g': 13.61, 'carbon-footprint-from-known-ingredients_product': 81.7, 'carbon-footprint-from-known-ingredients_serving': 6.8, 'energy': 1782, 'energy-kcal': 426, 'energy-kcal_100g': 426, 'energy-kcal_serving': 213, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 426, 'energy-kcal_value_computed': 425.9, 'energy_100g': 1782, 'energy_serving': 891, 'energy_unit': 'kcal', 'energy_value': 426, 'fat': 13.9, 'fat_100g': 13.9, 'fat_serving': 6.95, 'fat_unit': 'g', 'fat_value': 13.9, 'fiber': 7.6, 'fiber_100g': 7.6, 'fiber_serving': 3.8, 'fiber_unit': 'g', 'fiber_value': 7.6, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 27, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 27, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 27, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 27, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 14, 'nutrition-score-fr_100g': 14, 'proteins': 7.9, 'proteins_100g': 7.9, 'proteins_serving': 3.95, 'proteins_unit': 'g', 'proteins_value': 7.9, 'salt': 0.245, 'salt_100g': 0.245, 'salt_serving': 0.122, 'salt_unit': 'g', 'salt_value': 0.245, 'saturated-fat': 7, 'saturated-fat_100g': 7, 'saturated-fat_serving': 3.5, 'saturated-fat_unit': 'g', 'saturated-fat_value': 7, 'sodium': 0.098, 'sodium_100g': 0.098, 'sodium_serving': 0.049, 'sodium_unit': 'g', 'sodium_value': 0.098, 'sugars': 24.1, 'sugars_100g': 24.1, 'sugars_serving': 12.1, 'sugars_unit': 'g', 'sugars_value': 24.1}",d,Crunchy Muesli Multi Fruit
Brets,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Snacks,Céréales et pommes de terre,Snacks salés,Graines,Amuse-gueules,Céréales et dérivés,Chips et frites,Céréales en grains,Chips,Sarrasin,en:Chips-de-sarrasin",3497917002451,"{'carbohydrates': 45, 'carbohydrates_100g': 45, 'carbohydrates_serving': 13.5, 'carbohydrates_unit': 'g', 'carbohydrates_value': 45, 'carbon-footprint-from-known-ingredients_100g': 89.15, 'carbon-footprint-from-known-ingredients_product': 107, 'carbon-footprint-from-known-ingredients_serving': 26.7, 'energy': 2359, 'energy-kcal': 567, 'energy-kcal_100g': 567, 'energy-kcal_serving': 170, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 567, 'energy-kcal_value_computed': 566.8, 'energy-kj': 2359, 'energy-kj_100g': 2359, 'energy-kj_serving': 708, 'energy-kj_unit': 'kJ', 'energy-kj_value': 2359, 'energy-kj_value_computed': 2359.1, 'energy_100g': 2359, 'energy_serving': 708, 'energy_unit': 'kJ', 'energy_value': 2359, 'fat': 38, 'fat_100g': 38, 'fat_serving': 11.4, 'fat_unit': 'g', 'fat_value': 38, 'fiber': 4.6, 'fiber_100g': 4.6, 'fiber_serving': 1.38, 'fiber_unit': 'g', 'fiber_value': 4.6, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 3, 'nova-group_100g': 3, 'nova-group_serving': 3, 'nutrition-score-fr': 0, 'nutrition-score-fr_100g': 0, 'proteins': 8.9, 'proteins_100g': 8.9, 'proteins_serving': 2.67, 'proteins_unit': 'g', 'proteins_value': 8.9, 'salt': 1.1, 'salt_100g': 1.1, 'salt_serving': 0.33, 'salt_unit': 'g', 'salt_value': 1.1, 'saturated-fat': 3.1, 'saturated-fat_100g': 3.1, 'saturated-fat_serving': 0.93, 'saturated-fat_unit': 'g', 'saturated-fat_value': 3.1, 'sodium': 0.44, 'sodium_100g': 0.44, 'sodium_serving': 0.132, 'sodium_unit': 'g', 'sodium_value': 0.44, 'sugars': 0.6, 'sugars_100g': 0.6, 'sugars_serving': 0.18, 'sugars_unit': 'g', 'sugars_value': 0.6}",b,Chips de Sarrasin au Sel de Guerande
Very Lazy,"Plant-based foods and beverages, Plant-based foods, Canned foods, Condiments, Fruits and vegetables based foods, Canned plant-based foods, Culinary plants, Pickles, Vegetables based foods, Canned vegetables, Plant-based pickles, Vegetable-pickles, Garlic and their products, Pickled garlic, Groceries",5012818160154,"{'carbohydrates': 11.3, 'carbohydrates_100g': 11.3, 'carbohydrates_unit': 'g', 'carbohydrates_value': 11.3, 'energy': 319, 'energy-kcal': 76, 'energy-kcal_100g': 76, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 76, 'energy-kcal_value_computed': 64.9, 'energy-kj': 319, 'energy-kj_100g': 319, 'energy-kj_unit': 'kJ', 'energy-kj_value': 319, 'energy-kj_value_computed': 275.7, 'energy_100g': 319, 'energy_unit': 'kJ', 'energy_value': 319, 'fat': 0.1, 'fat_100g': 0.1, 'fat_modifier': '<', 'fat_unit': 'g', 'fat_value': 0.1, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 25, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 25, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 25, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 25, 'nova-group': 1, 'nova-group_100g': 1, 'nova-group_serving': 1, 'nutrition-score-fr': -1, 'nutrition-score-fr_100g': -1, 'proteins': 4.7, 'proteins_100g': 4.7, 'proteins_unit': 'g', 'proteins_value': 4.7, 'salt': 0.1, 'salt_100g': 0.1, 'salt_modifier': '<', 'salt_unit': 'g', 'salt_value': 0.1, 'saturated-fat': 0.1, 'saturated-fat_100g': 0.1, 'saturated-fat_modifier': '<', 'saturated-fat_unit': 'g', 'saturated-fat_value': 0.1, 'sodium': 0.04, 'sodium_100g': 0.04, 'sodium_modifier': '<', 'sodium_unit': 'g', 'sodium_value': 0.04, 'sugars': 0.7, 'sugars_100g': 0.7, 'sugars_unit': 'g', 'sugars_value': 0.7}",a,Chopped Garlic
Harvest Morn,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,extruded wheat flakes",4088600326252,"{'carbohydrates': 64, 'carbohydrates_100g': 64, 'carbohydrates_unit': 'g', 'carbohydrates_value': 64, 'energy': 1502, 'energy-kcal': 359, 'energy-kcal_100g': 359, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 359, 'energy-kcal_value_computed': 358.5, 'energy_100g': 1502, 'energy_unit': 'kcal', 'energy_value': 359, 'fat': 2.5, 'fat_100g': 2.5, 'fat_unit': 'g', 'fat_value': 2.5, 'fiber': 16, 'fiber_100g': 16, 'fiber_unit': 'g', 'fiber_value': 16, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 3, 'nova-group_100g': 3, 'nova-group_serving': 3, 'nutrition-score-fr': -1, 'nutrition-score-fr_100g': -1, 'proteins': 12, 'proteins_100g': 12, 'proteins_unit': 'g', 'proteins_value': 12, 'salt': 0.28, 'salt_100g': 0.28, 'salt_unit': 'g', 'salt_value': 0.28, 'saturated-fat': 0.5, 'saturated-fat_100g': 0.5, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0.5, 'sodium': 0.112, 'sodium_100g': 0.112, 'sodium_unit': 'g', 'sodium_value': 0.112, 'sugars': 11, 'sugars_100g': 11, 'sugars_unit': 'g', 'sugars_value': 11}",a,Bran Flakes
Merchant Gourmet,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Seeds, Cereals and their products, Cereal grains, Quinoa",5056215600103,"{'carbohydrates': 31, 'carbohydrates_100g': 31, 'carbohydrates_unit': 'g', 'carbohydrates_value': 31, 'energy': 774, 'energy-kcal': 184, 'energy-kcal_100g': 184, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 184, 'energy-kcal_value_computed': 184, 'energy-kj': 774, 'energy-kj_100g': 774, 'energy-kj_unit': 'kJ', 'energy-kj_value': 774, 'energy-kj_value_computed': 776, 'energy_100g': 774, 'energy_unit': 'kJ', 'energy_value': 774, 'fat': 3.2, 'fat_100g': 3.2, 'fat_unit': 'g', 'fat_value': 3.2, 'fiber': 4, 'fiber_100g': 4, 'fiber_unit': 'g', 'fiber_value': 4, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 1, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 1, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 1, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 1, 'nova-group': 3, 'nova-group_100g': 3, 'nova-group_serving': 3, 'nutrition-score-fr': -2, 'nutrition-score-fr_100g': -2, 'proteins': 5.8, 'proteins_100g': 5.8, 'proteins_unit': 'g', 'proteins_value': 5.8, 'salt': 0.01, 'salt_100g': 0.01, 'salt_unit': 'g', 'salt_value': 0.01, 'saturated-fat': 0.4, 'saturated-fat_100g': 0.4, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0.4, 'sodium': 0.004, 'sodium_100g': 0.004, 'sodium_unit': 'g', 'sodium_value': 0.004, 'sugars': 1.2, 'sugars_100g': 1.2, 'sugars_unit': 'g', 'sugars_value': 1.2}",b,Quinoa red & white
Revey Tchico,"Produits à tartiner,Pâtes à tartiner",6111266751149,"{'calcium': 0.11, 'calcium_100g': 0.11, 'calcium_unit': 'g', 'calcium_value': 0.11, 'carbohydrates': 44.64, 'carbohydrates_100g': 44.64, 'carbohydrates_unit': 'g', 'carbohydrates_value': 44.64, 'energy': 2311, 'energy-kcal': 552.22, 'energy-kcal_100g': 552.22, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 552.22, 'energy-kcal_value_computed': 560.74, 'energy-kj': 2311, 'energy-kj_100g': 2311, 'energy-kj_unit': 'kJ', 'energy-kj_value': 2311, 'energy-kj_value_computed': 2333.32, 'energy_100g': 2311, 'energy_unit': 'kJ', 'energy_value': 2311, 'fat': 39.86, 'fat_100g': 39.86, 'fat_unit': 'g', 'fat_value': 39.86, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 25, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 25, 'magnesium': 0.056, 'magnesium_100g': 0.056, 'magnesium_unit': 'g', 'magnesium_value': 0.056, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 30, 'nutrition-score-fr_100g': 30, 'phosphorus': 0.15536, 'phosphorus_100g': 0.15536, 'phosphorus_unit': 'g', 'phosphorus_value': 0.15536, 'polyunsaturated-fat': 12.38, 'polyunsaturated-fat_100g': 12.38, 'polyunsaturated-fat_unit': 'g', 'polyunsaturated-fat_value': 12.38, 'proteins': 5.86, 'proteins_100g': 5.86, 'proteins_unit': 'g', 'proteins_value': 5.86, 'salt': 0.5, 'salt_100g': 0.5, 'salt_unit': 'g', 'salt_value': 0.5, 'saturated-fat': 38.86, 'saturated-fat_100g': 38.86, 'saturated-fat_unit': 'g', 'saturated-fat_value': 38.86, 'sodium': 0.2, 'sodium_100g': 0.2, 'sodium_unit': 'g', 'sodium_value': 0.2, 'sugars': 43.44, 'sugars_100g': 43.44, 'sugars_unit': 'g', 'sugars_value': 43.44}",e,Pâte à tartiner noisettes
Tesco,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits, Shortbread cookies, Shortbread",5059512738814,"{'carbohydrates': 60.4, 'carbohydrates_100g': 60.4, 'carbohydrates_serving': 10.9, 'carbohydrates_unit': 'g', 'carbohydrates_value': 60.4, 'energy': 2146, 'energy-kcal': 513, 'energy-kcal_100g': 513, 'energy-kcal_serving': 92.3, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 513, 'energy-kcal_value_computed': 512.9, 'energy_100g': 2146, 'energy_serving': 386, 'energy_unit': 'kcal', 'energy_value': 513, 'fat': 26.9, 'fat_100g': 26.9, 'fat_serving': 4.84, 'fat_unit': 'g', 'fat_value': 26.9, 'fiber': 2, 'fiber_100g': 2, 'fiber_serving': 0.36, 'fiber_unit': 'g', 'fiber_value': 2, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 3, 'nova-group_100g': 3, 'nova-group_serving': 3, 'nutrition-score-fr': 21, 'nutrition-score-fr_100g': 21, 'proteins': 6.3, 'proteins_100g': 6.3, 'proteins_serving': 1.13, 'proteins_unit': 'g', 'proteins_value': 6.3, 'salt': 0.43, 'salt_100g': 0.43, 'salt_serving': 0.0774, 'salt_unit': 'g', 'salt_value': 0.43, 'saturated-fat': 15.5, 'saturated-fat_100g': 15.5, 'saturated-fat_serving': 2.79, 'saturated-fat_unit': 'g', 'saturated-fat_value': 15.5, 'sodium': 0.172, 'sodium_100g': 0.172, 'sodium_serving': 0.031, 'sodium_unit': 'g', 'sodium_value': 0.172, 'sugars': 13.1, 'sugars_100g': 13.1, 'sugars_serving': 2.36, 'sugars_unit': 'g', 'sugars_value': 13.1}",e,All butter shortbread fingers
,,01230739,{},,
Splendida,Charcuteries,6111266962583,"{'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4}",unknown,Luncheon
"Biscuiterie De L'Abbaye, Lidl, Sondey","Snacks,Sweet snacks,Biscuits and cakes,Biscuits",20842499,"{'carbohydrates': 61, 'carbohydrates_100g': 61, 'carbohydrates_serving': 34.6, 'carbohydrates_unit': 'g', 'carbohydrates_value': 61, 'carbon-footprint-from-known-ingredients_100g': 20.4, 'carbon-footprint-from-known-ingredients_product': 34.7, 'carbon-footprint-from-known-ingredients_serving': 11.6, 'energy': 2015, 'energy-kcal': 481, 'energy-kcal_100g': 481, 'energy-kcal_serving': 273, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 481, 'energy-kcal_value_computed': 480.8, 'energy-kj': 2015, 'energy-kj_100g': 2015, 'energy-kj_serving': 1140, 'energy-kj_unit': 'kJ', 'energy-kj_value': 2015, 'energy-kj_value_computed': 2014.8, 'energy_100g': 2015, 'energy_serving': 1140, 'energy_unit': 'kJ', 'energy_value': 2015, 'fat': 21, 'fat_100g': 21, 'fat_serving': 11.9, 'fat_unit': 'g', 'fat_value': 21, 'fiber': 4.7, 'fiber_100g': 4.7, 'fiber_serving': 2.66, 'fiber_unit': 'g', 'fiber_value': 4.7, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 3, 'nova-group_100g': 3, 'nova-group_serving': 3, 'nutrition-score-fr': 13, 'nutrition-score-fr_100g': 13, 'proteins': 9.6, 'proteins_100g': 9.6, 'proteins_serving': 5.44, 'proteins_unit': 'g', 'proteins_value': 9.6, 'salt': 0.5, 'salt_100g': 0.5, 'salt_serving': 0.284, 'salt_unit': 'g', 'salt_value': 0.5, 'saturated-fat': 2.3, 'saturated-fat_100g': 2.3, 'saturated-fat_serving': 1.3, 'saturated-fat_unit': 'g', 'saturated-fat_value': 2.3, 'sodium': 0.2, 'sodium_100g': 0.2, 'sodium_serving': 0.113, 'sodium_unit': 'g', 'sodium_value': 0.2, 'sugars': 20, 'sugars_100g': 20, 'sugars_serving': 11.3, 'sugars_unit': 'g', 'sugars_value': 20}",d,Organic Sesame Biscuits
"Lidl, SanoRice Netherlands, Sondey","Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Getreide und Kartoffeln, Getreideprodukte, Gepuffte Getreidewaffeln, Gepuffte Reiswaffeln",20884680,"{'carbohydrates': 80, 'carbohydrates_100g': 80, 'carbohydrates_serving': 5.2, 'carbohydrates_unit': 'g', 'carbohydrates_value': 80, 'carbon-footprint-from-known-ingredients_product': 0.195, 'carbon-footprint-from-known-ingredients_serving': 0.00975, 'energy': 1573, 'energy-kcal': 376, 'energy-kcal_100g': 376, 'energy-kcal_serving': 24.4, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 376, 'energy-kcal_value_computed': 369.9, 'energy_100g': 1573, 'energy_serving': 102, 'energy_unit': 'kcal', 'energy_value': 376, 'fat': 1.9, 'fat_100g': 1.9, 'fat_serving': 0.123, 'fat_unit': 'g', 'fat_value': 1.9, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'monounsaturated-fat': 0.004, 'monounsaturated-fat_100g': 0.004, 'monounsaturated-fat_serving': 0.00026, 'monounsaturated-fat_unit': 'g', 'monounsaturated-fat_value': 0.004, 'nova-group': 3, 'nova-group_100g': 3, 'nova-group_serving': 3, 'nutrition-score-fr': 2, 'nutrition-score-fr_100g': 2, 'polyunsaturated-fat': 0.004, 'polyunsaturated-fat_100g': 0.004, 'polyunsaturated-fat_serving': 0.00026, 'polyunsaturated-fat_unit': 'g', 'polyunsaturated-fat_value': 0.004, 'proteins': 8.2, 'proteins_100g': 8.2, 'proteins_serving': 0.533, 'proteins_unit': 'g', 'proteins_value': 8.2, 'salt': 0.305, 'salt_100g': 0.305, 'salt_serving': 0.0198, 'salt_unit': 'g', 'salt_value': 0.305, 'saturated-fat': 0.5, 'saturated-fat_100g': 0.5, 'saturated-fat_serving': 0.0325, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0.5, 'sodium': 0.122, 'sodium_100g': 0.122, 'sodium_serving': 0.00793, 'sodium_unit': 'g', 'sodium_value': 0.122, 'sugars': 0.4, 'sugars_100g': 0.4, 'sugars_serving': 0.026, 'sugars_unit': 'g', 'sugars_value': 0.4}",b,Bio Reiswaffeln mit Salz
Panzani,"Condiments, Sauces, Aliments d'origine végétale, Aliments et boissons à base de végétaux, Aliments à base de fruits et de légumes, Bases culinaires, Groceries, Kits repas, Légumes et dérivés, Purée de tomates fraîches, Purées de tomates, Sauces tomate, Tomates et dérivés, en:tomato-purees",3038352875066,"{'carbohydrates': 4.5, 'carbohydrates_100g': 4.5, 'carbohydrates_unit': 'g', 'carbohydrates_value': 4.5, 'carbon-footprint-from-known-ingredients_product': 220, 'energy': 113, 'energy-kcal': 27, 'energy-kcal_100g': 27, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 27, 'energy-kcal_value_computed': 26.9, 'energy-kj': 113, 'energy-kj_100g': 113, 'energy-kj_unit': 'kJ', 'energy-kj_value': 113, 'energy-kj_value_computed': 113.4, 'energy_100g': 113, 'energy_unit': 'kJ', 'energy_value': 113, 'fat': 0.1, 'fat_100g': 0.1, 'fat_unit': 'g', 'fat_value': 0.1, 'fiber': 1.6, 'fiber_100g': 1.6, 'fiber_unit': 'g', 'fiber_value': 1.6, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 75, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 75, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 75, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 75, 'nova-group': 1, 'nova-group_100g': 1, 'nova-group_serving': 1, 'nutrition-score-fr': -1, 'nutrition-score-fr_100g': -1, 'proteins': 1.2, 'proteins_100g': 1.2, 'proteins_unit': 'g', 'proteins_value': 1.2, 'salt': 0.05, 'salt_100g': 0.05, 'salt_unit': 'g', 'salt_value': 0.05, 'saturated-fat': 0.05, 'saturated-fat_100g': 0.05, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0.05, 'sodium': 0.02, 'sodium_100g': 0.02, 'sodium_unit': 'g', 'sodium_value': 0.02, 'sugars': 3.9, 'sugars_100g': 3.9, 'sugars_unit': 'g', 'sugars_value': 3.9}",a,Tomacouli
Carrefour,"Dairies,Fermented foods,Fermented milk products,Cheeses,Cow cheeses,Fresh foods,Italian cheeses,Grated cheese,Parmigiano-Reggiano",3560070157198,"{'calcium': 1.16, 'calcium_100g': 1.16, 'calcium_label': '0', 'calcium_serving': 0.348, 'calcium_unit': 'mg', 'calcium_value': 1160, 'carbohydrates': 0, 'carbohydrates_100g': 0, 'carbohydrates_serving': 0, 'carbohydrates_unit': 'g', 'carbohydrates_value': 0, 'energy': 1671, 'energy-kcal': 402, 'energy-kcal_100g': 402, 'energy-kcal_serving': 121, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 402, 'energy-kcal_value_computed': 398, 'energy-kj': 1671, 'energy-kj_100g': 1671, 'energy-kj_serving': 501, 'energy-kj_unit': 'kJ', 'energy-kj_value': 1671, 'energy-kj_value_computed': 1654, 'energy_100g': 1671, 'energy_serving': 501, 'energy_unit': 'kJ', 'energy_value': 1671, 'fat': 30, 'fat_100g': 30, 'fat_serving': 9, 'fat_unit': 'g', 'fat_value': 30, 'fiber': 0, 'fiber_100g': 0, 'fiber_serving': 0, 'fiber_unit': 'g', 'fiber_value': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts_100g': 0, 'fruits-vegetables-nuts_serving': 0, 'fruits-vegetables-nuts_unit': 'g', 'fruits-vegetables-nuts_value': 0, 'nova-group': 3, 'nova-group_100g': 3, 'nova-group_serving': 3, 'nutrition-score-fr': 14, 'nutrition-score-fr_100g': 14, 'proteins': 32, 'proteins_100g': 32, 'proteins_serving': 9.6, 'proteins_unit': 'g', 'proteins_value': 32, 'salt': 1.6, 'salt_100g': 1.6, 'salt_serving': 0.48, 'salt_unit': 'g', 'salt_value': 1.6, 'saturated-fat': 20, 'saturated-fat_100g': 20, 'saturated-fat_serving': 6, 'saturated-fat_unit': 'g', 'saturated-fat_value': 20, 'sodium': 0.64, 'sodium_100g': 0.64, 'sodium_serving': 0.192, 'sodium_unit': 'g', 'sodium_value': 0.64, 'sugars': 0, 'sugars_100g': 0, 'sugars_serving': 0, 'sugars_unit': 'g', 'sugars_value': 0}",d,Queso rallado parmesano
